,Year_Birth,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,web_purchases,cat_purchases,in_store_purchases,NumWebVisitsMonth,Complain,children,accepted_offer,total_purchases,enroll_yr,total_spent
1680,1978,College,Coupled,70440.0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,1,22,2013,1572
1681,1971,College,Coupled,38232.0,84,43,5,28,7,6,33,4,3,1,3,5,0,2,0,7,2014,122
1682,1955,PhD,Married,22554.0,38,27,0,10,0,0,4,4,2,0,4,5,0,2,0,6,2012,41
1683,1983,PhD,Married,23536.0,53,6,0,3,0,0,1,1,0,0,3,3,0,1,0,3,2014,10
1684,1952,College,Married,49413.0,88,205,7,41,3,2,46,2,4,2,5,5,0,1,0,11,2013,304
1685,1969,College,Married,42231.0,99,24,0,8,0,1,4,1,1,0,3,5,0,2,0,4,2014,37
1686,1980,Masters,Single,78789.0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,1,15,2012,1754
1687,1968,College,Coupled,56534.0,35,691,7,61,10,0,46,4,10,4,7,8,0,1,3,21,2013,815
1688,1971,College,Single,58350.0,5,493,26,206,116,80,80,4,8,3,12,6,0,1,0,23,2013,1001
1689,1989,College,Single,81217.0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,21,2013,1157
1690,1951,College,Single,49090.0,45,494,5,82,7,0,100,3,7,2,9,7,0,1,0,18,2013,688
1691,1987,Masters,Single,61787.0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,18,2013,1319
1692,1985,PhD,Married,18169.0,40,9,0,5,0,0,7,1,1,0,2,8,0,1,0,3,2013,21
1693,1981,Masters,Single,24336.0,82,1,6,2,8,2,12,1,1,0,2,7,0,1,0,3,2012,31
1694,1990,College,Married,18222.0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,5,2012,67
1695,1952,College,Single,62335.0,87,243,131,217,85,6,26,2,3,3,13,2,0,1,0,19,2013,708
1696,1971,Masters,Coupled,42033.0,95,11,1,4,2,0,7,1,1,0,2,7,0,2,0,3,2012,25
1697,1983,PhD,Married,86580.0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,11,2013,746
1698,1957,PhD,Single,41437.0,5,29,0,2,0,0,1,1,1,0,3,7,0,2,0,4,2012,32
1699,1951,Masters,Single,73705.0,86,612,91,520,258,107,107,2,9,6,8,5,0,2,0,23,2014,1695
1700,1976,College,Married,61064.0,80,387,126,342,0,45,180,5,8,4,11,6,0,1,0,23,2012,1080
1701,1955,Masters,Married,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,2,0,6,2014,72
1702,1989,College,Single,18358.0,49,6,8,19,16,4,4,3,3,0,4,7,0,1,0,7,2013,57
1703,1973,PhD,Coupled,55012.0,85,582,0,65,0,0,13,6,8,2,9,5,0,1,0,19,2014,660
1704,1973,High_school,Coupled,9722.0,7,6,17,16,6,16,42,4,3,1,3,8,0,1,1,7,2012,103
1705,1984,PhD,Married,38175.0,6,70,6,69,2,3,3,3,3,1,4,7,0,1,0,8,2013,153
1706,1956,Masters,Coupled,58656.0,25,962,12,194,16,24,12,4,7,8,13,6,0,1,1,28,2012,1220
1707,1965,College,Coupled,52117.0,55,112,10,107,30,0,20,2,5,2,4,7,0,1,0,11,2012,279
1708,1978,College,Married,64813.0,81,293,0,124,179,97,52,1,7,2,10,5,0,1,0,19,2014,745
1709,1973,PhD,Married,54222.0,98,199,12,31,3,12,7,1,3,3,5,3,0,1,0,11,2014,264
1710,1986,College,Married,83512.0,31,1060,61,835,80,20,101,1,4,7,10,1,0,0,5,21,2014,2157
1711,1959,Masters,Married,77520.0,30,940,44,396,0,88,58,1,8,7,7,4,0,1,4,22,2013,1526
1712,1978,College,Coupled,41154.0,98,44,2,11,2,3,7,1,1,0,4,5,0,1,0,5,2013,69
1713,1966,College,Married,80398.0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,25,2012,1597
1714,1992,High_school,Single,18746.0,41,2,10,11,12,9,20,2,3,0,3,6,0,1,0,6,2014,64
1715,1984,College,Coupled,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,1,0,12,2012,497
1716,1956,College,Single,60230.0,78,520,20,367,39,81,40,2,6,3,6,5,0,1,0,15,2013,1067
1717,1977,College,Married,22108.0,46,5,3,9,6,2,6,2,2,0,3,7,0,2,0,5,2014,31
1718,1974,College,Coupled,44392.0,71,87,5,71,7,12,29,5,4,1,4,7,0,2,0,9,2013,211
1719,1976,PhD,Married,55424.0,6,462,61,184,10,53,107,4,7,5,9,6,0,1,2,21,2012,877
1720,1979,College,Married,17688.0,82,2,2,1,3,1,2,1,1,0,2,8,1,1,0,3,2013,11
1721,1983,PhD,Married,92491.0,71,979,44,935,29,25,22,1,7,5,12,3,0,0,4,24,2013,2034
1722,1991,College,Single,90273.0,32,704,129,853,120,74,111,1,5,6,7,2,0,0,4,18,2013,1991
1723,1962,PhD,Single,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,24,2014,1686
1724,1982,PhD,Single,38513.0,20,172,3,115,16,0,18,5,6,1,5,8,0,1,1,12,2014,324
1725,1979,Masters,Single,16653.0,10,5,7,31,15,4,7,3,2,1,3,6,0,1,1,6,2014,69
1726,1955,College,Coupled,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,2,1,11,2012,252
1727,1965,High_school,Single,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,0,1,0,4,2013,54
1728,1961,Masters,Coupled,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,2,0,23,2013,964
1729,1951,College,Married,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,0,1,0,26,2013,1327
1730,1964,PhD,Coupled,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,0,2,0,5,2014,68
1731,1959,College,Married,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,4,2012,60
1732,1955,College,Single,37244.0,90,18,2,10,0,0,25,1,1,1,2,7,0,2,1,4,2013,55
1733,1966,College,Coupled,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,20,2014,1456
1734,1958,Masters,Single,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,0,1,0,17,2013,563
1735,1954,College,Single,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,0,1,0,22,2013,1504
1736,1967,College,Single,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,2,0,17,2014,564
1737,1963,College,Married,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,22,2013,1125
1738,1959,College,Married,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,0,1,1,13,2014,358
1739,1971,PhD,Married,42403.0,18,22,1,11,0,5,3,1,1,0,3,8,0,1,0,4,2013,42
1740,1964,College,Coupled,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,0,1,1,8,2014,184
1741,1983,College,Coupled,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,1,0,14,2013,460
1742,1945,PhD,Single,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,1,7,2014,145
1743,1947,College,Coupled,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,1,24,2013,1376
1744,1969,PhD,Single,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,0,1,0,21,2013,792
1745,1952,College,Married,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,22,2012,1382
1746,1947,High_school,Coupled,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,3,2012,28
1747,1946,Masters,Married,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,23,2013,1033
1748,1969,College,Single,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,0,1,0,20,2013,882
1749,1949,PhD,Married,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,0,0,3,13,2013,2231
1750,1961,PhD,Coupled,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,2,16,2012,1101
1751,1974,College,Married,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,1,0,11,2012,369
1752,1980,Masters,Single,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,0,1,0,4,2014,48
1753,1949,PhD,Single,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,0,1,2,15,2013,467
1754,1971,College,Single,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,2,0,5,2012,44
1755,1979,High_school,Single,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,2,0,6,2013,38
1756,1968,College,Married,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,2,0,6,2013,81
1757,1971,Masters,Single,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,0,1,1,8,2013,167
1758,1955,PhD,Married,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,2,0,5,2014,45
1759,1972,College,Married,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,1,0,18,2013,664
1760,1964,Masters,Married,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,1,0,17,2013,622
1761,1979,Masters,Single,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,1,0,5,2013,48
1762,1975,College,Coupled,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,1,0,14,2013,461
1763,1977,College,Married,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,1,0,25,2013,1073
1764,1986,Masters,Married,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,1,0,6,2013,55
1765,1956,College,Married,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,1,0,23,2013,976
1766,1980,PhD,Single,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,1,0,4,2014,20
1767,1982,College,Coupled,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,16,2013,1149
1768,1961,High_school,Married,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,5,2014,43
1769,1975,Masters,Married,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,0,1,1,8,2013,224
1770,1974,PhD,Single,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,1,1,6,2012,101
1771,1946,PhD,Married,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,9,2013,209
1772,1985,College,Single,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,20,2012,968
1773,1952,PhD,Coupled,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,16,2013,1165
1774,1967,College,Married,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,1,0,4,2014,24
1775,1955,College,Coupled,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,2,1,11,2012,252
1776,1985,College,Single,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,1,0,8,2012,165
1777,1977,PhD,Married,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,11,2012,269
1778,1973,PhD,Coupled,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,0,1,0,6,2013,102
1779,1984,Masters,Married,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,18,2013,461
1780,1979,High_school,Single,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,1,0,5,2012,47
1781,1976,PhD,Single,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,2,0,7,2014,144
1782,1968,College,Married,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,23,2012,1338
1783,1959,College,Coupled,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,0,1,0,23,2013,917
1784,1971,College,Coupled,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,2,1,12,2013,318
1785,1967,College,Single,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,0,2,0,10,2012,253
1786,1973,College,Married,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,0,1,0,15,2012,502
1787,1983,College,Coupled,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,1,0,6,2013,119
1788,1979,Masters,Coupled,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,0,2,0,16,2012,1250
1789,1979,College,Coupled,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,1,0,23,2013,969
1790,1950,College,Coupled,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,2,0,6,2013,76
1791,1963,PhD,Single,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,2,0,5,2014,62
1792,1962,Masters,Coupled,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,25,2013,1382
1793,1976,College,Single,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,1,0,6,2014,84
1794,1952,College,Coupled,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,0,2,1,9,2013,255
1795,1960,Masters,Married,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,2,0,4,2013,43
1796,1955,College,Single,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,0,1,0,13,2013,398
1797,1977,Masters,Single,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,0,1,0,6,2014,76
1798,1964,College,Coupled,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,0,2,1,13,2014,902
1799,1981,Masters,Coupled,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,1,0,20,2014,823
1800,1976,College,Coupled,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,0,1,0,24,2014,1179
1801,1974,College,Coupled,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,0,1,1,28,2012,1921
1802,1951,Masters,Coupled,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,0,2,0,8,2013,185
1803,1966,College,Single,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,2,1,14,2013,433
1804,1951,College,Married,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,0,2,1,4,2014,34
1805,1958,College,Coupled,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,1,0,22,2013,907
1806,1966,PhD,Single,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,0,2,0,25,2013,416
1807,1964,College,Single,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,2,0,6,2013,44
1808,1956,College,Married,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,1,16,2014,1588
1809,1974,PhD,Single,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,0,0,1,16,2012,1797
1810,1966,College,Coupled,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,2,0,4,2012,40
1811,1963,PhD,Single,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,0,1,0,15,2012,1143
1812,1969,Masters,Married,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,1,13,2014,914
1813,1992,College,Coupled,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,1,11,2013,1502
1814,1954,College,Single,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,0,1,0,17,2013,1338
1815,1983,PhD,Coupled,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,0,1,0,4,2013,27
1816,1982,Masters,Coupled,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,0,1,1,20,2013,763
1817,1951,College,Single,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,1,21,2013,1331
1818,1956,College,Married,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,0,2,0,16,2013,525
1819,1961,PhD,Coupled,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,0,2,0,3,2014,9
1820,1962,College,Coupled,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,0,1,1,13,2014,953
1821,1971,Masters,Single,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,2,0,5,2013,68
1822,1971,Masters,Single,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,2,0,7,2013,131
1823,1968,College,Married,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,1,0,20,2013,882
1824,1978,Masters,Coupled,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,23,2012,1149
1825,1969,College,Married,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,1,0,4,2013,37
1826,1965,PhD,Single,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,0,1,0,13,2013,388
1827,1986,College,Coupled,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,1,15,2013,1428
1828,1958,Masters,Married,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,23,2013,1633
1829,1975,Masters,Coupled,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,0,1,1,7,2013,173
1830,1987,College,Single,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,1,0,7,2013,99
1831,1959,College,Coupled,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,0,1,0,9,2013,215
1832,1962,PhD,Married,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,1,0,23,2013,929
1833,1974,College,Coupled,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,1,0,9,2014,219
1834,1977,College,Married,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,2,1,8,2013,174
1835,1978,College,Coupled,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,0,2,0,6,2012,92
1836,1970,PhD,Married,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,24,2013,1052
1837,1957,College,Married,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,1,1,11,2013,275
1838,1955,Masters,Married,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,1,0,14,2012,587
1839,1954,PhD,Single,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,1,1,22,2012,1662
1840,1982,PhD,Coupled,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,1,0,8,2013,159
1841,1953,Masters,Single,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,0,0,4,17,2013,1024
1842,1968,Masters,Single,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,0,1,0,5,2014,35
1843,1957,Masters,Coupled,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,14,2013,1042
1844,1965,Masters,Coupled,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,0,2,0,14,2013,395
1845,1975,PhD,Married,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,0,0,4,22,2012,557
1846,1963,PhD,Married,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,2,0,0,2014,9
1847,1990,College,Married,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,5,2013,69
1848,1966,PhD,Married,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,0,1,0,15,2014,486
1849,1988,College,Single,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,0,1,0,4,2014,34
1850,1995,Masters,Single,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,3,27,2012,1365
1851,1975,College,Coupled,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,0,1,0,3,2013,13
1852,1978,PhD,Married,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,20,2012,1401
1853,1961,College,Coupled,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,1,13,2013,1574
1854,1984,PhD,Single,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,1,19,2013,1323
1855,1971,Masters,Single,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,2,28,2013,1217
1856,1951,Masters,Single,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,0,3,0,6,2012,103
1857,1976,Masters,Coupled,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,6,2013,84
1858,1972,PhD,Married,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,22,2013,1536
1859,1985,College,Coupled,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,0,1,0,16,2012,581
1860,1966,PhD,Married,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,0,1,0,13,2012,928
1861,1975,Masters,Single,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,3,2013,14
1862,1979,College,Single,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,1,0,14,2013,424
1863,1971,College,Married,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,0,1,0,13,2013,960
1864,1982,College,Married,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,2,19,2012,1555
1865,1973,College,Single,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,0,2,2,18,2012,656
1866,1968,Masters,Coupled,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,0,2,0,6,2013,55
1867,1984,College,Single,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,1,0,4,2014,20
1868,1971,Masters,Coupled,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,1,0,13,2012,367
1869,1977,Masters,Coupled,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,0,0,4,21,2014,2257
1870,1967,PhD,Single,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,0,1,0,5,2014,42
1871,1964,College,Single,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,0,1,0,24,2013,1049
1872,1972,College,Single,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,0,2,0,5,2014,48
1873,1948,PhD,Single,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,0,1,0,19,2013,685
1874,1952,College,Single,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,0,1,0,4,2014,39
1875,1987,Masters,Single,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,4,2014,43
1876,1959,Masters,Single,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,1,18,2012,835
1877,1958,College,Married,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,1,19,2014,1515
1878,1951,PhD,Coupled,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,0,1,0,24,2013,1039
1879,1975,College,Single,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,0,1,0,23,2013,1596
1880,1984,PhD,Married,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,1,17,2012,1828
1881,1969,PhD,Married,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,0,1,2,4,2014,34
1882,1968,PhD,Single,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,0,1,0,8,2014,149
1883,1969,Masters,Single,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,0,1,1,22,2013,946
1884,1985,PhD,Single,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,5,2014,28
1885,1984,College,Single,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,0,1,0,15,2012,450
1886,1957,PhD,Married,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,0,2,0,4,2014,46
1887,1971,PhD,Single,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,0,0,2,15,2013,1702
1888,1975,College,Coupled,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,0,2,0,21,2013,820
1889,1982,College,Married,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,0,1,1,13,2013,382
1890,1988,PhD,Married,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,19,2012,2126
1891,1989,Masters,Coupled,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,0,0,3,19,2014,2069
1892,1985,College,Married,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,0,1,0,5,2013,72
1893,1968,College,Single,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,0,1,2,20,2014,732
1894,1974,College,Single,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,10,2014,801
1895,1949,College,Single,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,0,1,0,10,2013,236
1896,1978,High_school,Coupled,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,0,1,1,4,2012,80
1897,1954,PhD,Single,90933.0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,14,2014,1685
1898,1945,PhD,Single,113734.0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,27,2014,277
1899,1950,PhD,Coupled,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,1,0,16,2013,507
1900,1964,PhD,Married,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,0,2,0,5,2013,68
1901,1983,College,Single,22148.0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,4,2014,49
1902,1987,Masters,Married,73395.0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,14,2014,397
1903,1971,College,Single,29819.0,77,9,1,24,2,1,2,3,3,0,3,6,0,1,0,6,2013,39
1904,1968,College,Married,45688.0,20,279,0,18,0,0,9,2,3,1,8,4,0,1,1,12,2014,306
1905,1954,College,Married,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,13,2013,976
1906,1971,PhD,Married,60491.0,81,637,47,237,12,19,76,4,6,11,7,5,0,1,0,24,2013,1028
1907,1986,College,Coupled,33235.0,71,45,0,16,2,1,6,1,3,0,3,7,0,1,0,6,2014,70
1908,1959,College,Married,35701.0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,4,2013,46
1909,1980,Masters,Married,31535.0,95,15,4,13,0,0,19,1,1,1,2,7,0,1,1,4,2013,51
1910,1960,Masters,Coupled,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,21,2014,1263
1911,1970,College,Single,67384.0,32,957,40,175,158,53,107,2,7,8,5,5,0,1,1,20,2012,1490
1912,1971,Masters,Coupled,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,23,2012,1564
1913,1967,College,Married,77870.0,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,3,15,2012,1815
1914,1963,PhD,Single,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,1,0,25,2013,1198
1915,1968,College,Single,57107.0,44,159,0,120,0,0,137,7,4,4,8,8,0,1,3,16,2012,416
1916,1990,College,Married,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,5,2013,85
1917,1981,PhD,Single,36038.0,82,23,0,15,0,2,7,2,3,0,3,6,0,1,0,6,2013,47
1918,1976,College,Single,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,7,2013,137
1919,1965,PhD,Coupled,34230.0,72,15,0,4,0,0,2,1,1,0,2,7,0,2,0,3,2012,21
1920,1977,Masters,Single,31878.0,7,23,4,5,10,5,23,1,1,0,4,3,0,1,0,5,2014,70
1921,1972,Masters,Married,70932.0,57,200,193,100,46,185,185,2,6,2,12,3,0,1,0,20,2014,909
1922,1956,College,Single,91249.0,84,1324,27,119,71,108,27,0,7,9,6,4,0,0,5,22,2012,1676
1923,1943,Masters,Single,77598.0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,25,2013,1735
1924,1959,College,Single,80982.0,48,505,137,401,104,22,22,3,11,5,11,5,1,2,0,27,2013,1191
1925,1977,Masters,Married,22701.0,2,2,4,9,0,4,5,1,1,0,3,5,0,1,0,4,2013,24
1926,1969,PhD,Married,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,2,17,2012,1182
1927,1970,College,Married,70617.0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,13,2013,1280
1928,1957,College,Single,64849.0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,1,18,2012,1336
1929,1965,Masters,Married,62694.0,29,379,6,157,25,91,91,5,9,3,7,7,0,2,0,19,2013,749
1930,1974,PhD,Married,61917.0,83,46,4,36,2,2,1,1,2,0,4,5,0,2,0,6,2013,91
1931,1947,PhD,Married,67472.0,93,162,31,127,8,17,69,2,4,2,7,3,0,1,0,13,2013,414
